PhraseId,Obs,features
129642,thoroughly awful movie dumb narratively chaotic visually sloppy weird amalgam thing geriatric,0
129646,dumb narratively chaotic visually sloppy weird amalgam thing geriatric,0
129647,dumb narratively chaotic visually sloppy weird amalgam,0
129653,narratively chaotic,2
129654,visually sloppy,1
129668,film epic scale,4
129676,saga ups downs friendships,3
129685,pure participatory event malnourished intellectuals gulp frenzy,2
129686,pure participatory event malnourished intellectuals,1
129689,participatory event,2
129692,malnourished,1
129700,ah hell,2
129704,parris performance credible remarkably mature,3
129705,parris performance,2
129712,remarkably mature,4
129713,god great movie,2
129716,great performances stylish cinematography gritty feel help make gangster worthwhile moviegoing experience,4
129717,great performances stylish cinematography gritty feel help,3
129721,stylish cinematography,3
129724,feel help,2
129727,gangster worthwhile moviegoing experience,4
129730,moviegoing experience,2
129731,highly engaging,4
129735,go ape,3
129740,hour half inoffensive,2
129752,schnitzler film great hook clever bits well drawn standard issue characters still partly satisfying,2
129753,schnitzler film,2
129767,well drawn standard issue characters,3
129768,well drawn standard issue,2
129774,still partly satisfying,2
129777,unfortunately carvey rubber face routine match insipid script crafted harris goldberg,1
129780,carvey rubber face routine,2
129781,rubber face routine,1
129782,rubber face,2
129796,goldberg,2
129800,begins promise runs,1
129805,aground snared tangled plot,1
129806,aground,1
129810,snared,2
129815,insightfully written delicately performed,4
129816,insightfully written,4
129824,remotely topical sexy,1
129825,topical sexy,2
129830,movie messages,2
129836,minute film aaliyah gets minutes screen time,2
129844,minutes screen time,2
129850,results far alienating involving,1
129854,alienating involving,2
129864,watch people,3
129873,maintains cool distance,3
129882,neither quite comedy romance impish divertissement themes interest attal gainsbourg live together film lot charm,3
129883,neither quite comedy romance,2
129884,quite comedy romance,2
129894,divertissement,2
129902,live together film lot charm,3
129907,film lot charm,3
129911,graham greene novel colonialism empire elevated michael caine performance weary journalist changing world,3
129912,graham greene novel colonialism empire,2
129922,elevated michael caine performance,3
129934,n clue something horribly wrong nothing,0
129938,clue something horribly wrong,1
129948,right elements completely fails gel together,2
129953,completely fails gel together,1
129959,never nothing special pleasant diverting modest definitely step right direction,3
129973,magic lrb original running time rrb ace japanimator hayao miyazaki spirited away survives intact bv voiced version,3
129974,magic lrb original running time rrb ace japanimator hayao miyazaki spirited away,3
129975,magic lrb original running time rrb,2
129976,lrb original running time rrb,2
129977,lrb original running time,2
129978,original running time,2
129981,ace japanimator hayao miyazaki,2
129982,japanimator hayao miyazaki,2
129983,japanimator,2
129984,hayao miyazaki,2
129985,hayao,2
129988,survives,2
129989,intact bv voiced version,2
129994,voiced version,1
129995,voiced,2
130000,cherish would worked lot better short film,1
130005,lot better short film,2
130017,sweet tender sermon year old welsh boy curious god,3
130018,sweet tender sermon year old welsh boy curious,3
130027,welsh boy,2
130035,believing something,2
130038,lacks substance makes heart,3
130051,sub par,1
130056,drown viewer boredom,1
130057,drown viewer,2
130061,send shivers,2
130066,reyes directorial debut good things offer ultimately undone sloppy script,1
130070,reyes directorial debut,2
130073,things offer,2
130074,ultimately undone sloppy script,1
130085,teen sleaze equivalent,1
130086,teen sleaze,1
130088,snoots doubt rally cause trotting threadbare standbys like masterpiece triumph malarkey rarely established filmmaker ardently waste viewers time gobbler like,1
130089,snoots,2
130092,doubt rally cause trotting threadbare standbys like masterpiece triumph malarkey rarely,1
130097,rally cause trotting threadbare standbys like masterpiece triumph malarkey,2
130102,trotting threadbare standbys like masterpiece triumph malarkey,2
130103,trotting threadbare standbys,1
130104,threadbare standbys,1
130105,standbys,2
130106,like masterpiece triumph malarkey,2
130107,masterpiece triumph malarkey,1
130118,established filmmaker ardently waste viewers time gobbler like,1
130123,ardently waste viewers time gobbler like,0
130124,waste viewers time gobbler like,1
130125,waste viewers time,0
130126,viewers time,2
130139,suited history biography channel,3
130149,tone movie,2
130152,leaves bad taste mouth questions,0
130153,bad taste mouth questions,1
130161,buries interesting storyline,2
130162,buries,2
130168,borrowed images,1
130173,might accurately,2
130176,mr chips old block,2
130177,mr chips,2
130181,one bits funnier malle dud cast engagingly messing around like slob city reductions damon runyon crooks,3
130198,engagingly messing around like slob city reductions damon runyon crooks,3
130201,messing around like slob city reductions damon runyon crooks,2
130202,messing around,2
130203,like slob city reductions damon runyon crooks,1
130204,slob city reductions damon runyon crooks,1
130205,slob city reductions,2
130206,slob,1
130207,city reductions,2
130208,reductions,2
130211,runyon crooks,2
130212,runyon,2
130213,crooks,2
130214,film several strong performances,3
130218,new favorite musical even fan genre,3
130224,favorite musical,4
130229,fan genre,3
130230,movie plays like extended dialogue exercise retard,0
130233,like extended dialogue exercise retard,0
130234,extended dialogue exercise retard,0
130237,dialogue exercise,2
130246,indispensable peek art agony making people laugh,3
130247,indispensable peek art agony making people,3
130250,indispensable,3
130254,agony making people,2
130259,judging standards scratch pretty decent little documentary,3
130260,judging standards,2
130261,judging,2
130271,pretty decent,3
130272,little documentary,2
130276,point way adventurous indian filmmakers toward crossover,3
130277,way adventurous indian filmmakers toward crossover,3
130280,adventurous indian filmmakers,3
130281,indian filmmakers,2
130282,toward crossover,2
130286,nonethnic,2
130291,direct void,1
130293,heading nowhere,2
130295,whether jason x bad purpose never clear,0
130296,whether jason x bad purpose,1
130297,jason x bad purpose,0
130312,bother make heroine book sound convincing gender war ideas original comic scenes fly,1
130315,heroine book sound convincing gender war ideas original comic scenes fly,3
130323,book sound convincing,2
130324,sound convincing,2
130327,gender war,2
130328,ideas original,3
130331,scenes fly,2
130332,soderbergh like kubrick may touch planet skin understands workings spirit,4
130344,touch planet skin,2
130345,planet skin,2
130348,understands workings spirit,3
130349,workings spirit,2
130358,incredibly heavy handed manipulative,2
130359,heavy handed manipulative,1
130362,unlike trey parker sandler n understand idea exploiting molestation laughs funny actually exploiting,1
130363,unlike trey parker,2
130364,trey parker,2
130365,trey,2
130370,understand idea exploiting molestation laughs funny actually exploiting,0
130373,idea exploiting molestation laughs,1
130376,exploiting molestation,2
130377,molestation,1
130379,funny actually exploiting,3
130385,visually engrossing seldom hammy honorably mexican burns kahlories conviction,3
130386,visually engrossing seldom hammy,4
130391,honorably mexican burns kahlories conviction,3
130392,honorably,2
130395,mexican burns kahlories,2
130396,mexican burns,2
130401,sha na na sketch punctuated graphic violence,2
130404,sha na na,2
130416,technically superb,4
130417,shining usual spielberg flair expertly utilizing talents top notch creative team,3
130418,shining usual spielberg flair expertly,4
130425,spielberg flair,3
130426,utilizing talents top notch creative team,3
130427,utilizing,3
130428,talents top notch creative team,4
130432,creative team,3
